TranscriptName	GeneGo	length
XM_012842147.2	 GO:0009986;GO:0005737;GO:0005829;GO:0031965;GO:0048471;GO:0005886;GO:0012506;GO:0005509;GO:0005544;GO:0048306;GO:0042802;GO:0051059;GO:0030855;GO:2000483;GO:0032088;GO:0007219;GO:0006357;	1195
XM_031577298.1	 GO:0031252;GO:0005905;GO:0030136;GO:0005737;GO:0019897;GO:0043195;GO:0035612;GO:0005524;GO:0005112;GO:0004674;GO:0006897;GO:0045747;GO:0046777;GO:0006468;GO:0050821;GO:2000369;GO:0032880;	5381
XM_031577297.1	 GO:0031252;GO:0005905;GO:0030136;GO:0005737;GO:0005829;GO:0019897;GO:0043195;GO:0035612;GO:0005524;GO:0005112;GO:0004674;GO:0006897;GO:0061024;GO:0045747;GO:0046777;GO:0006468;GO:0050821;GO:2000369;GO:0032880;	5376
XM_031570976.1	 GO:0031252;GO:0005905;GO:0030136;GO:0005737;GO:0019897;GO:0043195;GO:0035612;GO:0005524;GO:0005112;GO:0004674;GO:0006897;GO:0045747;GO:0046777;GO:0006468;GO:0050821;GO:2000369;GO:0032880;	1516
XM_012835428.2	 GO:0015629;GO:0005887;GO:0005886;GO:0004930;GO:0008188;GO:0031628;GO:0042277;GO:0032870;GO:0009582;GO:0007186;GO:0045761;GO:2000479;GO:0043408;	968
XM_031578088.1	 GO:0005576;GO:0005615;GO:0005794;GO:0031982;GO:0005509;GO:0005125;GO:0008083;GO:0042802;GO:0004222;GO:0008237;GO:0008233;GO:0008270;GO:0001502;GO:0030154;GO:0022617;GO:0034380;GO:0007275;GO:0001503;GO:0061036;GO:0006508;GO:0001501;	8659
XM_012835209.2	 GO:0005694;GO:0005634;GO:0003723;GO:0008270;GO:0007275;	1637
XM_031578007.1	 GO:0030424;GO:0043679;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0005634;GO:0032993;GO:0008076;GO:0005509;GO:0048306;GO:0001046;GO:0003677;GO:0001227;GO:0044325;GO:0000287;GO:0005267;GO:0015459;GO:0008022;GO:0000978;GO:0043565;GO:0005244;GO:0006915;GO:0048266;GO:0006886;GO:0000122;GO:0072659;GO:0043523;GO:1901379;GO:0032026;GO:0048265;GO:0019233;	5505
XM_012814475.2	 GO:0005829;GO:0005783;GO:0005794;GO:0005634;GO:0008076;GO:0005509;GO:0005267;GO:0015459;GO:0005244;GO:0006915;GO:0072659;GO:1901379;	1179
XM_031585502.1	 GO:0005829;GO:0070062;GO:0005902;GO:0005886;GO:0045296;GO:0005096;GO:0005085;GO:0030165;GO:0017137;GO:0097202;GO:0090630;GO:0006886;GO:0045862;GO:0042147;	4234
XM_031570148.1	 GO:0005829;GO:0070062;GO:0005902;GO:0005886;GO:0045296;GO:0005096;GO:0005085;GO:0030165;GO:0017137;GO:0097202;GO:0090630;GO:0006886;GO:0045862;GO:0042147;	2701
XM_031581783.1	 GO:0009986;GO:0009897;GO:0016021;GO:0036126;GO:0097225;GO:0097524;GO:0097228;GO:0019957;GO:0016493;GO:0019956;GO:0019722;GO:0060326;GO:0006935;GO:1904155;GO:1904156;GO:0006955;GO:0048290;GO:0002523;GO:0072676;GO:0007204;GO:2000510;GO:0010634;GO:0060474;GO:2000404;GO:0072678;GO:0072679;	47
XM_012822127.2	 GO:0016021;GO:0005886;GO:0060182;GO:0004930;GO:0035479;GO:0001525;GO:0001568;GO:0048738;GO:0016477;GO:0060976;GO:0035987;GO:0090162;GO:0007186;GO:0007369;GO:0001702;GO:0007507;GO:0008078;GO:0043951;GO:0045766;GO:1903589;GO:1904325;GO:0051281;GO:1900107;GO:0001570;	963
XM_012839325.2	 GO:0016021;GO:0005886;GO:0060182;GO:0004930;GO:0035479;GO:0001525;GO:0001568;GO:0048738;GO:0016477;GO:0042074;GO:0060976;GO:0035987;GO:0055113;GO:0007186;GO:0001702;GO:0007507;GO:0001945;GO:0043951;GO:0045766;GO:1903589;GO:1904325;GO:0051281;GO:1900107;GO:0001570;	951
XM_031585332.1	 GO:0005634;GO:0071222;GO:0007249;GO:0031665;GO:0032088;GO:0034122;GO:0032720;	248
XM_031585457.1	 GO:0001669;GO:0010008;GO:0016021;GO:0005765;GO:0048471;GO:0030670;GO:0005886;GO:0016471;GO:0000220;GO:0051117;GO:0046961;GO:0006879;GO:0036295;GO:0006955;GO:0008286;GO:0034220;GO:0090383;GO:0016241;GO:0033572;GO:0007035;	5624
XM_031578070.1	 GO:0005829;GO:0043198;GO:0098978;GO:0005886;GO:0014069;GO:0005096;GO:0017124;GO:0016358;GO:0098880;GO:0000165;GO:0050771;GO:0043524;GO:0046580;GO:0007389;GO:0007265;GO:0043113;GO:0048169;GO:0043408;GO:0050803;GO:0048167;GO:0008542;	22
XM_012815586.2	 GO:0031012;GO:0005540;GO:0007155;GO:0007417;GO:0001501;	28
XM_031565233.1	 GO:0031362;GO:0044295;GO:0009986;GO:0043198;GO:0005783;GO:0070062;GO:0098978;GO:0005887;GO:0045121;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0098793;GO:0035374;GO:1905573;GO:1905576;GO:0008201;GO:0038131;GO:0044877;GO:0038023;GO:0007409;GO:0007166;GO:0022038;GO:0030517;GO:0048681;GO:0050771;GO:0010977;GO:0023041;GO:0043547;GO:0035025;	12488
XM_031564521.1	 GO:0005789;GO:0016021;GO:0020037;GO:0005506;GO:0004497;GO:0016705;GO:0004796;GO:0030644;GO:0006690;GO:0045907;GO:0001516;GO:0045471;GO:0070542;	70
XM_031577557.1	 GO:0005829;GO:0003986;GO:0047617;GO:0005524;GO:0052689;GO:0000062;GO:0042802;GO:0008289;GO:0036042;GO:0006084;GO:0006637;GO:0006631;	114
XM_012830400.2	 GO:0005887;GO:0005886;GO:0004936;GO:0004938;GO:0051379;GO:0004930;GO:0071880;GO:0071881;GO:0007188;GO:0007267;GO:0007186;	325
XM_031577558.1	 GO:0009986;GO:0005887;GO:0004935;GO:0004938;GO:0051379;GO:0004930;GO:0000187;GO:0032148;GO:0071880;GO:0007188;GO:0071875;GO:0001525;GO:0007267;GO:0007565;GO:0007186;GO:0000165;GO:0030168;GO:0045777;GO:0043410;GO:0045666;GO:0070474;GO:0035624;GO:0003056;	445
XM_031584727.1	 GO:0016021;GO:0005886;GO:0004938;GO:0030168;GO:0006940;GO:0019229;	58
XM_012832485.2	 GO:0005887;GO:0004938;GO:0051379;GO:0004930;GO:0071880;GO:0071881;GO:0007188;GO:0007267;GO:0030168;GO:0006940;GO:0019229;	20
XM_012817140.2	 GO:0005829;GO:0019898;GO:0000407;GO:0034045;GO:1901981;GO:0080025;GO:0032266;GO:0000045;GO:0000422;GO:0044804;GO:0009267;GO:0006497;GO:0034497;	1108
XM_031568730.1	 GO:0016021;GO:0033179;GO:0016787;GO:0015078;GO:0055085;	9095
XM_031577255.1	 GO:0001669;GO:0005737;GO:0005829;GO:0005794;GO:0016020;GO:0005654;GO:0005886;GO:0005524;GO:0005246;GO:0030553;GO:0004692;GO:0042802;GO:0048273;GO:0004672;GO:0004674;GO:0061049;GO:0019934;GO:0016358;GO:0030900;GO:0014050;GO:0045822;GO:0010920;GO:0090331;GO:0014912;GO:0045986;GO:1904753;GO:1904706;GO:0001764;GO:0097755;GO:0042753;GO:0007204;GO:1902608;GO:0006468;GO:0043087;GO:2000224;GO:0060087;GO:0007165;	1834
XM_012830406.2	 GO:0031410;GO:0005829;GO:0005887;GO:0005634;GO:0005886;GO:0043235;GO:0005524;GO:0017134;GO:0005007;GO:0008201;GO:0004714;GO:0060249;GO:0048738;GO:0009953;GO:0008543;GO:0031101;GO:0001889;GO:0007275;GO:0042664;GO:0021628;GO:0071699;GO:0018108;GO:0045597;GO:0008284;GO:0033674;GO:0043406;GO:0010863;GO:0036342;GO:0048916;GO:0045471;GO:0043589;GO:0007169;	799
XM_031577575.1	 GO:0031410;GO:0005829;GO:0005887;GO:0005634;GO:0005886;GO:0043235;GO:0005524;GO:0017134;GO:0005007;GO:0008201;GO:0004714;GO:0060249;GO:0048738;GO:0009953;GO:0008543;GO:0031101;GO:0001889;GO:0007275;GO:0042664;GO:0021628;GO:0071699;GO:0018108;GO:0045597;GO:0008284;GO:0033674;GO:0043406;GO:0010863;GO:0036342;GO:0048916;GO:0045471;GO:0043589;GO:0007169;	930
XM_012817058.2	 GO:0031410;GO:0005794;GO:0005887;GO:0043235;GO:0005524;GO:0017134;GO:0005007;GO:0004714;GO:0006915;GO:0033278;GO:0060271;GO:0061371;GO:0003140;GO:0071910;GO:0035469;GO:0048565;GO:0030901;GO:0007275;GO:0008284;GO:0033674;GO:1902036;GO:0007169;	669
XM_031570219.1	 GO:0031410;GO:0005829;GO:0005887;GO:0005634;GO:0005886;GO:0043235;GO:0005524;GO:0017134;GO:0005007;GO:0008201;GO:0004714;GO:0060249;GO:0048738;GO:0009953;GO:0008543;GO:0031101;GO:0001889;GO:0007275;GO:0042664;GO:0021628;GO:0071699;GO:0018108;GO:0045597;GO:0008284;GO:0033674;GO:0043406;GO:0010863;GO:0036342;GO:0048916;GO:0045471;GO:0043589;GO:0007169;	79
XM_012814458.2	 GO:0005737;GO:0005615;GO:0005794;GO:0005524;GO:0005509;GO:0030145;GO:0016773;GO:0004674;GO:0046034;GO:0031214;GO:0097187;GO:0070166;GO:0071895;GO:0036179;GO:0016310;GO:0030501;GO:0045669;GO:0006468;GO:0040036;GO:0051174;GO:0001501;	28309
XM_012814969.2	 GO:0097602;GO:0042802;GO:0043621;GO:0035556;GO:0051260;GO:0016567;	848
XM_012830423.2	 GO:0097602;GO:0042802;GO:0043621;GO:0035556;GO:0051260;GO:0016567;	593
XM_031578489.1	 GO:0005783;GO:0005789;GO:0016021;GO:0005741;GO:0061630;GO:0008270;GO:0090344;GO:0051865;GO:0090140;	66
XM_012814978.2	 GO:0099738;GO:0005813;GO:0005737;GO:0005869;GO:0015630;GO:0005524;GO:0000132;GO:0030473;	3706
XM_012840242.2	 GO:0016021;GO:0005886;GO:0001602;GO:0001601;GO:0007631;GO:0006006;GO:0007626;GO:0003151;GO:0008217;GO:0040014;GO:0019233;	1704
XM_012830392.2	-	1312
XM_031577650.1	 GO:0005743;GO:0045277;GO:0004129;GO:0046872;GO:0042776;GO:0006123;	362
XM_012814999.2	 GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017;	1373
XM_012814388.2	 GO:0005938;GO:0030665;GO:0030864;GO:0005737;GO:0005829;GO:0030425;GO:0005769;GO:0070062;GO:0005576;GO:1904813;GO:0000139;GO:0030027;GO:0043204;GO:0005886;GO:0002102;GO:0014069;GO:0045211;GO:0001726;GO:0034774;GO:0030427;GO:1904724;GO:0003779;GO:0051015;GO:0045296;GO:0008047;GO:0008022;GO:0019904;GO:0007257;GO:0002250;GO:0048812;GO:0043312;GO:0071800;GO:0045773;GO:0061003;GO:0098974;GO:0016601;GO:0006898;GO:0030833;GO:0097178;GO:0007416;	262
XM_031570238.1	 GO:0005634;GO:0005667;GO:0008013;GO:0003682;GO:0003677;GO:0001228;GO:0000981;GO:0000978;GO:0060070;GO:0010456;GO:0060900;GO:0048596;GO:0060847;GO:0030900;GO:0048699;GO:0060323;GO:0007507;GO:0030901;GO:0060829;GO:0045892;GO:0030178;GO:2000054;GO:0022008;GO:0008284;GO:0045944;GO:0006357;GO:0021903;GO:0016055;	1539
XM_031579518.1	 GO:0016324;GO:0005829;GO:0012505;GO:0070062;GO:0016021;GO:0043231;GO:0005765;GO:0042470;GO:0005902;GO:0005886;GO:0033180;GO:0001726;GO:0005524;GO:0016787;GO:0015078;GO:0046961;GO:0046034;GO:0008286;GO:0034220;GO:0090383;GO:1902600;GO:0016241;GO:0033572;	2099
XM_012816731.2	 GO:0016324;GO:0005737;GO:0005829;GO:0016021;GO:0043231;GO:0042470;GO:0005902;GO:0005886;GO:0033180;GO:0001726;GO:0005524;GO:0016787;GO:0046034;GO:1902600;GO:0030641;GO:0007035;	1972
XM_031571214.1	 GO:0005886;GO:0045202;GO:0010923;GO:0007274;	2777
XM_031577301.1	 GO:0005886;GO:0045202;GO:0010923;GO:0007274;	5021
XM_031579374.1	 GO:0005737;GO:0005524;GO:0008349;GO:0004674;GO:0017124;GO:0032147;GO:0035556;GO:0006468;GO:0007346;GO:0034612;GO:0009411;GO:0023014;GO:0031098;	115693
XM_031570816.1	-	722
XM_031573846.1	 GO:0005737;GO:0005829;GO:0010008;GO:0016020;GO:0005654;GO:0005886;GO:0055038;GO:0046872;GO:0002039;GO:0002020;GO:0019901;GO:0061630;GO:0031625;GO:0006915;GO:2001271;GO:1902042;GO:1901797;GO:0010804;GO:0043161;GO:0070936;GO:0010762;GO:0032006;GO:0006511;	31
XM_031577647.1	 GO:0016021;GO:0010923;	42622
XM_012835344.2	 GO:0005886;GO:0005246;GO:0005516;GO:0005525;GO:0003924;GO:1901842;GO:0007264;	104176
XM_031569858.1	 GO:0016021;GO:0010923;	146
XM_012828638.2	 GO:0005737;GO:0005829;GO:0005634;GO:0016208;GO:0042132;GO:0042802;GO:0046872;GO:0048029;GO:0001085;GO:0035690;GO:0071286;GO:0016311;GO:0030388;GO:0006002;GO:0006000;GO:0006094;GO:0030308;GO:0045820;GO:0046580;GO:0000122;GO:0006111;GO:0005986;	1013
XM_012830278.2	 GO:0005737;GO:0005829;GO:0005634;GO:0016208;GO:0042132;GO:0042802;GO:0046872;GO:0048029;GO:0001085;GO:0035690;GO:0071286;GO:0016311;GO:0030388;GO:0006002;GO:0006000;GO:0006094;GO:0030308;GO:0045820;GO:0046580;GO:0000122;GO:0006111;GO:0005986;	812
XM_012830280.2	 GO:0016324;GO:0005615;GO:0005764;GO:0004197;GO:0004175;GO:0051603;	2024
XM_012828634.2	 GO:0016324;GO:0005615;GO:0005764;GO:0004197;GO:0004175;GO:0051603;	1378
XM_012818079.2	 GO:0005615;GO:0005764;GO:0004197;GO:0006955;GO:0051603;	23
XM_012828693.2	 GO:0016324;GO:0030132;GO:0005905;GO:0030136;GO:0030665;GO:0005737;GO:0005634;GO:0048471;GO:0005886;GO:0035612;GO:0038024;GO:0035615;GO:0030276;GO:0005178;GO:0050750;GO:0035091;GO:0005546;GO:0008022;GO:0046332;GO:0007257;GO:0006915;GO:0000904;GO:0071364;GO:0071560;GO:0048268;GO:0007492;GO:0007588;GO:0071425;GO:0001701;GO:0035026;GO:0030099;GO:0060766;GO:0043066;GO:0090090;GO:0030308;GO:0050680;GO:0070373;GO:2001237;GO:0010977;GO:0032091;GO:1903077;GO:0045892;GO:0006907;GO:0032349;GO:2000860;GO:0045785;GO:0030335;GO:2000370;GO:2000643;GO:0045807;GO:0010718;GO:2001046;GO:0010862;GO:0032436;GO:0001934;GO:0002092;GO:0001921;GO:0060391;GO:1900026;GO:0032968;GO:0045893;GO:0030511;GO:2000096;GO:0015031;GO:0006898;GO:2000298;GO:1902074;GO:0048545;GO:0016055;	26179
XM_031570609.1	 GO:0016324;GO:0030132;GO:0005905;GO:0030136;GO:0030665;GO:0005737;GO:0005634;GO:0048471;GO:0005886;GO:0035612;GO:0038024;GO:0035615;GO:0030276;GO:0005178;GO:0050750;GO:0035091;GO:0005546;GO:0008022;GO:0046332;GO:0007257;GO:0006915;GO:0000904;GO:0071364;GO:0071560;GO:0048268;GO:0007492;GO:0007588;GO:0071425;GO:0001701;GO:0035026;GO:0030099;GO:0060766;GO:0043066;GO:0090090;GO:0030308;GO:0050680;GO:0070373;GO:2001237;GO:0010977;GO:0032091;GO:1903077;GO:0045892;GO:0006907;GO:0032349;GO:2000860;GO:0045785;GO:0030335;GO:2000370;GO:2000643;GO:0045807;GO:0010718;GO:2001046;GO:0010862;GO:0032436;GO:0001934;GO:0002092;GO:0001921;GO:0060391;GO:1900026;GO:0032968;GO:0045893;GO:0030511;GO:2000096;GO:0015031;GO:0006898;GO:2000298;GO:1902074;GO:0048545;GO:0016055;	26433
XM_031578345.1	 GO:0005905;GO:0030136;GO:0030665;GO:0005737;GO:0005829;GO:0001650;GO:0005925;GO:0043231;GO:0005765;GO:0005886;GO:0038024;GO:0035615;GO:0008022;GO:0046332;GO:0006915;GO:0035026;GO:0061024;GO:0007275;GO:0060766;GO:0043066;GO:0090090;GO:0032091;GO:1903077;GO:0000122;GO:0030335;GO:2000370;GO:2000643;GO:0045807;GO:0010718;GO:0010862;GO:0032436;GO:0001934;GO:0060391;GO:0045944;GO:0030511;GO:2000096;GO:0015031;GO:0006898;GO:0016055;	1252
XM_031570466.1	 GO:0005826;GO:0005525;GO:0017049;GO:0005095;GO:0017048;GO:0000915;GO:0006915;GO:0030865;GO:0000281;GO:1904498;GO:0042981;GO:0007266;GO:0031106;GO:0007165;	1508
XM_031570467.1	 GO:0005826;GO:0005829;GO:0005525;GO:0017049;GO:0005095;GO:0000915;GO:0006915;GO:0030865;GO:0000281;GO:1904498;GO:0042981;GO:0007266;GO:0031106;GO:0007165;	31
XM_031583250.1	 GO:0016021;GO:0005887;GO:0016020;GO:0001525;GO:0007166;GO:0045765;GO:0010842;GO:0016055;	21
XM_031577930.1	-	459
XM_031578113.1	 GO:0005737;GO:0010494;GO:0005829;GO:0097165;GO:0005654;GO:1990904;GO:0035925;GO:0008143;GO:0003723;GO:0006915;GO:0008543;GO:0042036;GO:0017148;GO:1904037;GO:1903608;GO:0048024;	359
XM_012830009.2	 GO:0045177;GO:0030424;GO:0043034;GO:0005737;GO:0005829;GO:0030425;GO:0043197;GO:0098978;GO:0043005;GO:0044309;GO:0005886;GO:0099524;GO:0014069;GO:0030018;GO:0035256;GO:0044325;GO:0035591;GO:0048148;GO:0048875;GO:0007268;GO:0007216;GO:0007206;GO:0051928;GO:0009967;GO:0051262;GO:0090279;GO:2001257;GO:1902950;GO:0098962;GO:2001256;GO:0051966;GO:0051592;GO:0003009;GO:0048741;	14986
XM_031577336.1	 GO:0031252;GO:0005737;GO:0005856;GO:0005634;GO:0003779;GO:0071933;GO:0003713;GO:0070060;GO:0070358;GO:0034314;GO:0007050;GO:0006281;GO:0072332;GO:0043065;GO:0051091;GO:0006357;	318
XM_031577335.1	 GO:0031252;GO:0005737;GO:0005856;GO:0005634;GO:0003779;GO:0071933;GO:0003713;GO:0070060;GO:0070358;GO:0034314;GO:0007050;GO:0006281;GO:0072332;GO:0043065;GO:0051091;GO:0006357;	319
XM_031558290.1	 GO:0016324;GO:0030424;GO:0045334;GO:0030425;GO:0005769;GO:0016021;GO:0031594;GO:0043025;GO:0043204;GO:0005886;GO:0044853;GO:0045202;GO:0008021;GO:0033265;GO:0015220;GO:0005307;GO:0008292;GO:0015871;GO:0001701;GO:0007274;GO:0007271;	51
XM_012828633.2	 GO:0005737;GO:0047150;GO:0008270;GO:0006579;GO:0055123;GO:0009086;GO:0032259;GO:0003323;	1539
XM_031578115.1	 GO:0005737;GO:0047150;GO:0008270;GO:0006579;GO:0055123;GO:0009086;GO:0032259;GO:0003323;	794
XM_012828557.2	 GO:0005737;GO:0047150;GO:0008270;GO:0006579;GO:0009086;GO:0032259;	192
XM_031570145.1	 GO:0005737;GO:0047150;GO:0008270;GO:0006579;GO:0009086;GO:0032259;	1157
XM_031584879.1	 GO:0005925;GO:0016021;GO:0016020;GO:0030246;GO:0005518;GO:0038023;GO:0030574;GO:0006897;GO:0001649;	87
XM_031584881.1	 GO:0009986;GO:0010008;GO:0005887;GO:0005886;GO:0038024;GO:0005537;GO:0038023;GO:0004888;GO:0001618;GO:0071346;GO:0071353;GO:0071222;GO:0006898;	8838
XM_031585329.1	-	292
XM_031578108.1	 GO:0009986;GO:0005764;GO:0046872;GO:0003943;GO:0061580;GO:0010976;GO:0010632;	5496
XR_004165641.1	-	35331
XM_012828553.2	 GO:0016021;GO:0016020;GO:0046545;GO:0046546;GO:1905516;GO:0007338;	106
XM_012830023.2	 GO:0030136;GO:0030659;GO:0005794;GO:0000139;GO:0016021;GO:0030285;GO:0055038;GO:0045202;GO:0008021;GO:0030672;GO:0005802;GO:0032588;GO:0042589;GO:0019904;GO:0006897;GO:0006887;GO:0015031;	7937
XM_031563940.1	 GO:0030123;GO:1904115;GO:0030665;GO:0005794;GO:0097708;GO:0008089;GO:0048490;GO:0006886;GO:0016192;	9522
XM_031563908.1	 GO:0030123;GO:1904115;GO:0030665;GO:0005794;GO:0097708;GO:0008089;GO:0048490;GO:0006886;GO:0016192;	6781
XM_031581023.1	 GO:0005874;GO:0015630;GO:0048471;GO:0000226;	320924
XM_012817175.2	 GO:0005737;GO:0012505;GO:0005783;GO:0005794;GO:0016021;GO:0046872;GO:0061630;GO:0010917;GO:0043065;GO:0043161;GO:0051865;	33
XM_031579633.1	 GO:0005096;GO:0017137;GO:0090630;GO:0006886;	31
XM_012819136.2	 GO:0042025;GO:0000786;GO:0005634;GO:0003677;GO:0007275;GO:0006334;	20
XM_012828578.2	 GO:0005634;GO:0043565;GO:0021884;GO:0021854;GO:0021767;GO:0030182;GO:0006355;	2627
XM_031577664.1	 GO:0005737;GO:0032045;GO:0005765;GO:0006914;GO:0010506;	1639
XM_031584917.1	 GO:0005887;GO:0045121;GO:0005886;GO:0008528;GO:0004966;GO:0001632;GO:0004974;GO:0000166;GO:0007188;GO:0007186;GO:0006955;GO:0006954;GO:0006936;GO:0007218;GO:0007200;	447843
XM_012829997.2	-	2461
XM_012820310.2	 GO:0005743;GO:0051537;GO:0004325;GO:0046872;GO:0006783;	4689
XM_012820312.2	 GO:0015629;GO:0000790;GO:0005654;GO:0005634;GO:0003677;GO:0001228;GO:0000981;GO:0000978;GO:0009887;GO:0030154;GO:0045165;GO:0060271;GO:0031018;GO:0002064;GO:0001889;GO:0030512;GO:0048935;GO:0030335;GO:0045944;GO:0001952;	11018
XM_012827442.2	 GO:0000781;GO:0005737;GO:0005654;GO:0030915;GO:0046983;GO:0072711;GO:0071478;GO:0034644;GO:0006310;GO:0006281;GO:0031398;GO:0040008;	36
XM_012820651.2	 GO:0005737;GO:0008143;GO:0030371;GO:0000900;GO:0017148;GO:0045947;	21
XM_031585962.1	 GO:0098978;GO:0005887;GO:0043005;GO:0043235;GO:0005524;GO:0008046;GO:0045499;GO:0005004;GO:0004713;GO:0004714;GO:0005005;GO:0006915;GO:0007411;GO:0007420;GO:0048755;GO:0048013;GO:0007275;GO:0048671;GO:0051964;GO:0072178;GO:0016310;GO:0033674;GO:0043525;GO:0001934;GO:0022407;GO:0043281;GO:0070372;GO:0050730;GO:0099175;GO:0031952;GO:0031290;GO:0007169;	421314
XM_031577615.1	 GO:0008021;GO:0002244;	25836
XM_031582691.1	 GO:0005829;GO:0005635;GO:0005654;GO:0008536;GO:0006606;GO:0060964;GO:0007165;	24
XM_031577876.1	 GO:0008021;GO:0002244;	98401
XM_031582940.1	 GO:0031463;GO:0030496;GO:0097602;GO:0047485;GO:0004842;GO:0007049;GO:0051301;GO:0016567;GO:0032465;	22
XM_012825579.2	 GO:0005634;GO:0090734;GO:0003697;GO:0006974;GO:0000731;GO:0007292;GO:0036297;GO:0048232;GO:0000725;	22
XM_031578991.1	 GO:0032592;GO:0005743;GO:0005758;GO:1990246;GO:0005509;GO:0070509;GO:0051560;GO:0006851;GO:0051561;	26191
XM_012817400.2	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;	18002
XM_031577690.1	 GO:0016324;GO:0031526;GO:0005829;GO:0005783;GO:0005794;GO:0005887;GO:0016604;GO:0005654;GO:0005886;GO:0032420;GO:0015247;GO:0005524;GO:0140326;GO:1901612;GO:0000287;GO:0015721;GO:0008206;GO:0006855;GO:0007030;GO:0060119;GO:0034220;GO:0045892;GO:0045332;GO:0032534;GO:0007605;GO:0021650;	1593
XM_031577875.1	 GO:0016324;GO:0005783;GO:0005794;GO:0016021;GO:0005886;GO:0032420;GO:0005524;GO:0140326;GO:0000287;GO:0007030;GO:0045332;	2430
XM_031577213.1	 GO:0005912;GO:0043296;GO:0016324;GO:0030864;GO:0005856;GO:0005874;GO:0051015;GO:0030036;GO:0007015;GO:0045176;GO:0000902;GO:0043482;GO:0002064;GO:0001843;GO:0007389;GO:0008360;	18490
XM_031577216.1	 GO:0005912;GO:0043296;GO:0045177;GO:0016324;GO:0030864;GO:0005856;GO:0005874;GO:0003779;GO:0051015;GO:0030036;GO:0007015;GO:0045176;GO:0000902;GO:0043482;GO:0002066;GO:0001843;GO:0007389;GO:0008360;	18490
XM_031577176.1	 GO:0000307;GO:0005737;GO:0005634;GO:0016538;GO:0051301;GO:0044772;GO:0000079;	2279
XM_012830013.2	 GO:0000307;GO:0005737;GO:0031965;GO:0005634;GO:0016538;GO:0044772;GO:0000079;GO:0007283;	3758
XM_031577215.1	 GO:0005912;GO:0043296;GO:0016324;GO:0030864;GO:0005856;GO:0005874;GO:0051015;GO:0030036;GO:0007015;GO:0045176;GO:0000902;GO:0043482;GO:0002064;GO:0001843;GO:0007389;GO:0008360;	4232
XM_012832686.2	 GO:0030478;GO:0015629;GO:0005856;GO:0005829;GO:0030016;GO:0005886;GO:0003779;GO:0045296;GO:0005516;GO:0017022;GO:0005523;GO:0006936;	31725
XM_012815684.2	 GO:0043657;GO:0005635;GO:0031965;GO:0044613;GO:0042802;GO:0044877;GO:0017056;GO:0075733;GO:0006406;GO:0006607;GO:0006999;GO:0036228;GO:0016925;GO:0006605;GO:1900034;GO:0060964;GO:0006110;GO:0042306;GO:0006409;GO:0016032;GO:0019083;	2605
XM_031577715.1	 GO:0031225;GO:0031012;GO:0005615;GO:0005886;GO:0008047;GO:0070006;GO:0004222;GO:0008270;GO:0030574;GO:0042756;GO:0030198;GO:0001822;GO:0006508;	20686
XM_031581032.1	 GO:0030956;GO:0005739;GO:0005524;GO:0050567;GO:0016787;GO:0070681;GO:0032543;	29
XM_031577315.1	 GO:1990316;GO:0005776;GO:0030424;GO:0005737;GO:0030659;GO:0005829;GO:0097635;GO:0097629;GO:0097632;GO:0016020;GO:0043005;GO:0043025;GO:0000407;GO:0034045;GO:0005524;GO:0051020;GO:0051879;GO:0042802;GO:0004672;GO:0019901;GO:0004674;GO:0044877;GO:0017137;GO:0000045;GO:0006914;GO:0048675;GO:0007409;GO:0034198;GO:0031669;GO:0021707;GO:0016236;GO:0000423;GO:0048671;GO:0031333;GO:0031175;GO:0031102;GO:0018105;GO:0018107;GO:0075044;GO:2000786;GO:0010508;GO:0046777;GO:0008104;GO:0021933;GO:0007265;GO:0031623;GO:0010506;GO:0010941;GO:0010468;GO:0051386;GO:0098780;GO:0042594;	10411
XM_012816079.2	 GO:0005885;GO:0042995;GO:0005737;GO:0005634;GO:0035861;GO:0003779;GO:0034314;	2209
XM_012842276.2	-	905
XM_012815805.2	 GO:0005829;GO:0005769;GO:0005768;GO:0010008;GO:0005770;GO:0030904;GO:0046872;GO:0032456;GO:0006886;GO:0042147;GO:1990126;	490
XM_012815813.2	 GO:0005829;GO:0005768;GO:0010008;GO:0030904;GO:0046872;GO:0032456;GO:0006886;GO:0042147;GO:1990126;	490
XM_031577377.1	 GO:0016021;GO:0030692;GO:0031965;GO:0005730;GO:0032040;GO:0042254;	1070
XM_012815780.2	 GO:0005739;GO:0005730;GO:0005654;GO:0005634;GO:0005667;GO:0030374;GO:0009982;GO:0002153;GO:0000049;GO:0106029;GO:1990481;GO:0045944;GO:0031119;	472
XM_012841565.2	 GO:0005829;GO:0005730;GO:0005654;GO:0046872;GO:0035329;	2004
XM_012828678.2	 GO:0005737;GO:0005829;GO:0070062;GO:0005730;GO:0005654;GO:0005634;GO:0019209;GO:0019900;GO:0046872;GO:0035329;GO:0031952;	1994
XM_012840312.2	 GO:0005737;GO:0005829;GO:0070062;GO:0005730;GO:0005654;GO:0005634;GO:0019209;GO:0019900;GO:0046872;GO:0035329;GO:0031952;	2025
